Yazi,Cevap
keşke bakanlık değil o tarihten beri muhalefet yapsa ülke uçardı bence. KK biraz ders alıyordur umarım.inanmayacaklara bütçe hakkında kaynak:Cumhurbaşkanlığı 2021 bütçesi 4 milyar lira - Sondakika Ekonomi Haberleri (hurriyet.com.tr)hürriyet ayrıca sözcü değil.,Devletin büyüklüğü cumhurbaşkanlığı bütçesi ile olur.Daha fazla harcamaları gerek.
"Sayıştay’ın inceleme raporu skandalı ortaya çıkardı. Arifiye-Karasu demiryolu hattı projesi için AKP’nin eski adayının ortak olduğu firma ile 2011’de sözleşme imzalandı. İşin yüzde 23’ü tamamlandı, firmaya ihale bedelinin 2 katı ödeme yapıldı.Sayıştay, 2011'de ihalesi yapılan Arifiye-Karasu demiryolu projesine ilişkin raporunu yayınladı. Rapora göre yüklenici firmaya 751 bin 538 lira fazla ödeme yapıldı.BİZ BİZE YETERİZ deriz sonra. ",aynısını 2 sefer marmarayda yaptılar. Günaydın . Kaç kere yazdım forumda....https://www.aksamhaberleri.com.tr/gundem/haram-olsun-h16360.html
"https://www.sozcu.com.tr/2020/gundem/milyon-dolarlik-fuze-rampalari-itfaiye-araci-olarak-ibbye-satilmis-6150947/İBB Meclisi CHP Grup Başkanvekili Doğan Subaşı, yabancı menşeili bir şirketin Arap ülkesine satışını gerçekleştiremediği füze rampalarını, itfaiye aracına dönüştürerek AKP döneminde İBB’ye sattığını açıkladı. Hangarlara sığmayacak büyüklükteki araçlardan 90 adet alındığı ve tanesinin 1.1 milyon dolar civarında olduğu belirtildi.Subaşı araçların büyüklüğü nedeniyle İstanbul sokaklarında kullanımının mümkün olmadığını belirterek “ Yakıt tüketimi yüzde 100 ve tek bir firma ürettiği için bakım masrafı çok yüksek. Hiçbir ülkede de kullanılmıyor. Gerçekten akıl alır gibi değil” dedi.Adedi 1.1 milyon dolar olan “Koca Yusuf” adı verilen itfaiye araçlarının da İstanbul'da sokaklara giremeyecek kadar büyük ve işlevsiz olduğunu bu yüzden itfaiyeye yeni araçlar alınacağını kaydetti.İstanbul'umuzun sembolü , Akp döneminin sembolü bu araçlar , vatandaşa atılan kazıkların sembolü oysa.","quote:Orijinalden alıntı:  2K23Dikkat ediyorum, son günlerde muhalif kanattan saldırılar iyice dozunu artırdı! Sebebi malum, chp'de çöküş başladı, freni patlamış kamyon gibi yokuş aşağı yuvarlanıyorlar:) tecavuzler, tacizler, yolsuzluklar, terörden soruşturmalar, hayali söyleşiler, hayali suikast:) hdp ile gizli anayasa çalışmaları fln. Gündemi değiştirebilmek için atmadıkları takla yok ama nafile:) Akepe'li belediye füze rampası almış , Phileas'lardan sonra bir başka kazık.Ama saldırı değil mi ?Bu boyutta arsız , yüzsüz ve  utanmaz olmak için nasıl bir eğitim gerekli hocam ?"
"Tamam hadi hdp li olabilir bir insan, niye chp li taklidi yapıyorsunuz? Anlaşılıyor. Böyle yaparak gerçek Atatürkçüleri hdpye çekmeye çalışıyorlar. Kanmayın bunlara. Herkesin düşüncesi kendine kardeşim. Niye manipüle ediyorsunuz milleti? Oktrollerin çoğunun hdp li olduğunu tahmin ediyorum ben. Biz Atatürkçüler olarak öyle düşünmüyoruz. Kazanmanın tek yolu hdp ile ittifaktan geçmez. İnce ye veririz, Babacan a veririz yine de vermiyecez işte olm size, niye inat ediyorsunuz? ","GERÇEK ATATÜRKÇÜ:-Milliyetçidir/Patriottur-Ekonomi açısından da yaşam açısından da liberaldir-Mülteci/HDP karşıtıdır-Seküleri de muhafazakarı da laiktir, siyasete dini sokanları sevmez-Sağ-Sol ayırt etmeksizin SJW kudurtur-Alfadır"
"Milletin partisi diye geçinen bir parti bugün İstanbul'da ki taksi sorunu çözecek, sarı taksi plaka mafyasının elinden kurtaracak olan taksi kiralama teklifini reddederek koca İstanbul'un taksi ulaşımını yine bir kaç taksi plakası sahibinin vicdanına bıraktı.Burada bu yazılı kalsın. Kim kimin halkına hizmet ediyor iyi sezsin. ","bu plakaları ellerinde bulunduran 3-5 çakala da 'esnaf' diyorlar  ekrem başkan olur da cb olursa, bir gecede bütün plakaları iptal eder umarım."
"AKP’li Esenler Belediyesi tarafından tezgahına el konan 9 yaşındaki çocuk, “Boğazımı sıkıp ‘Devleti de zabıtayı da tanıyacaksın’ dediler.” ifadelerini kullandı.Geçtiğimiz günlerde İstanbul Esenler’de meydana gelen olay sosyal medyanın gündemine düştü.Babasının kıraathanesi korona virüs salgınıyla mücadele kapsamında alınan tedbirlerle kapatılan çocuk, babasıyla birlikte seyyar satıcılığa başladı.Balık satıyorlardı. Zabıta, baba-oğulun tezgahına el koydu. Dokuz yaşındaki çocuk, zabıtayı engellemek için arabanın peşinden koştu ve “Bırakın” diye bağırdı.O anlar çevredeki insanlar tarafından cep telefonu kameralarıyla kaydedildi. Halk TV muhabiri Dilan Alp ve kameraman Umur Çilingir, baba-oğul ile görüşmeye gitti.Yaşadıklarını Halk TV’ye anlatan çocuk, “Zabıta boğazımı sıktı ve ‘Devleti de zabıtayı da tanıyacaksın’ dedi” diye konuştu.Baba ise zor durumda olduklarını da belirterek “Çocuğumun psikolojisi bozuldu” dedi.https://www.yenicaggazetesi.com.tr/turkiyenin-gundemine-oturan-cocuk-zabita-arabada-bogazimi-sikti-dedi-ve-kendisine-so-319747h.htm","Tonguç baba evliyaullahdan sayılmalıdır.Hiçbir öğretmen hiçbir öğrenciye el kaldıramaz. Kötü söz söyleyemez. Küfredemez. Dayak atamaz.  Eğer bu dediklerimi yaparsa, öğrencinin de aynı şekilde mukabele etmek hakkıdır.Memuriyet giderek halk üzerinde üstünlük sağlama amacı güden maddi manevi Devlet tarafından kayrılan seçkinci bir azınlık haline geldi"
"Demir kapının mazgalı açıldı. Gardiyan yemeğimi verirken fısıldadı; “Metastaz’ı yazarsan burada olursun!” Mazgal kapandı. Hücremde tek başınaydım. Nedenini herkes biliyordu.Çıktım, çıktık, söz verdik; yazacaktık. Öyle ya, boşuna mı çekildi bunca acılar. Mıh gibi aklımızda tutuyorduk; işkence odalarının, şarapnel parçalarının, mezarların içindeki ustalarımızı. Onlar vaz mı geçti aydınlatmaya ki, biz bırakalım...Boynumuzun borcuydu, yazdık.Barış Terkoğlu ile birlikte kaleme aldığımız dördüncü kitabımız okurla buluştu. Çetelerin, tarikatların, hiziplerin, paralel örgütlerin elbirliğiyle odun taşıdığı cehennemi tarif etmeye çalıştık. Kendisini yükseltirken dizini yurttaşların boğazına basanlar açık ki ülkeyi nefessiz bırakıyordu. Adaletsiz, hürriyetsiz, eşitsiz, hukuksuz, ekmeksiz bir düzen ülkeyi cendereye sokuyordu.İşte bu yüzden “Cendere” koyduk adını. Metastaz devam ediyordu...AĞABEYİ FETÖ’DEN TUTUKLU BAKAN’IN FETÖ TUTUKLUSUNA TEKLİFİ“Metastaz 2: Cendere” adlı kitabımız, bir ahlaksız teklifin deşifresiyle başlıyordu.Buna göre...16 Mart 2019’da...Yani 2019 yerel seçimlerine 2 hafta kala, Erdoğan’ın ve Bahçeli’nin ortak mitinginden bir gün önce... İzmir’de, 135 yıllık tarihi olan köklü bir kurumun merkezinde...Bir gizli buluşma gerçekleşmişti. O buluşmaya FETÖ sanığı Erkan Kararslan’ın avukatı Emre Kılıçarslan çağırılmıştı. Buluşmanın olduğu binada, kapının hemen dışında Aydın’ın en yüksek dereceli bürokratlarından biri de toplantının sonucunu bekliyordu.İddia o ki...İçeride, avukat Kılıçarslan’ın tam karşısında Tarım ve Orman Bakanı Bekir Pakdemirli vardı. Neler olduğu, birazdan anlaşılacaktı.Eğer FETÖ tutuklusu Karaarslan, Ekrem İmamoğlu ve Özlem Çerçioğlu başta olmak üzere CHP’li belediye başkanlarının yolsuzluklarını, usulsüzlüklerini veya FETÖ ile ilişkilerini anlatırsa karşılığında aynı gün içinde tahliye, ilk celsede beraat, onlarca milyon liralık sermayesi olan iş imkanları vaat ediliyordu. İsterse gizli tanık olarak da anlatabilirdi.Lakin...Eğer bu teklifi kabul etmezse, ömrünü cezaevinde geçirirdi!Nasıl olabilirdi:Bu skandal anlaşma teklifini, FETÖ üyeliğinden yargılanan bir tutukluya, ağabeyi FETÖ’den tutuklu olan bir AKP’li Bakan’ın yaptığı doğru muydu?Zaman dardı. Yerel seçimin yapılmasına 2 hafta kadar bir zaman kalmıştı.Soluğu cezaevinde alan avukat Kılıçarslan, yaşadıklarını tek tek anlattı müvekkiline.Peki, FETÖ sanığı Karaarslan bu vaatleri hiç düşündü mü? Acaba, dedi mi? Böyle düşünenler de vardı yargılama süreçlerinde, biliyoruz.Ama yakınlarına anlattığına göre, Erkan Karaarslan kimseye iftira atamayacağını belirterek reddetti bu ahlaksız teklifi.BAKAN PAKDEMİRLİ SORULARIMIZA SESSİZ KALDIElbette ki, bu çarpıcı iddiayı farklı kaynaklardan doğrulattıktan sonra, Tarım ve Orman Bakanı Bekir Pakdemirli’ye de söz hakkı vermek istedik.Bunun için Bakan Pakdemirli’ye, Basın Müşaviri Uğur Alıcı aracılığıyla aşağıdaki iki soruyu yönelttik. Gelin görün ki; 20 Ocak 2020’de ilettiğimiz bu sorularımıza karşı, Pakdemirli sessiz kalmayı tercih etti:- Mart 2019’da, FETÖ tutuklusu Erkan Karaarslan’ın avukatıyla İzmir’de görüştüğünüz iddiası hakkında ne diyeceksiniz? - Bu iddia edilen görüşmede, FETÖ tutuklusu Erkan Karaarslan’ın “Ekrem İmamoğlu ve Özlem Çerçioğlu aleyhine ifade vermesi; bunun karşılığında tahliye edilebileceği” talebinde ve vaadinde bulundunuz mu?AKP’li Bakan Pakdemirli ile görüştüğü iddia edilen avukat Emre Kılıçarslan’ı da aradık. Avukat Kılıçarslan ise “Yargıya intikal ettiği için, benim bu konularda bir yorum yapmam ve beyanda bulunmam doğru olmaz. Siz habercisiniz, anlıyorum; biz de hukukçuyuz, siz de bizi anlayın” diyerek sorularımıza yanıt vermek istemedi.İşte bu skandal kumpas girişiminin bütün ayrıntılarını kitabımız Cendere’de kaleme aldık. Burada ise sonucu yazayım:FETÖ sanığı Erkan Karaarslan’dan CHP’li Başkanlara, olayın aktörleri suç duyurusunda bulundu. “Soruşturma neticesinde tespit edilecek, varsa bakan yahut bakanlar ile kimlikleri tespit edilecek diğer şüpheliler” için dava açılmasını istediler. “Suç işlemek amacıyla örgüt kurma”, “Görevi kötüye kullanma” ve “Adil yargılamayı etkilemeye teşebbüs” suçlarının işlendiğini dile getirdiler.Gelin görün ki; dosya kapatıldı.Ve ilginçtir; nedendir bilinmez...Yerel seçimler bittikten sonra, Erkan Karaarslan bir gün sessiz sedasız tahliye edildi. “Erkan Karaarslan FETÖ'cüydü, değildi” tartışması bir yana...FETÖ suçlaması, AKP’li siyasetçilerin FETÖ’yü büyüttükleri koltuklarında daha fazla oturmak için bir yapıştırıcı görevi üstleniyordu.Barış Pehlivanhttps://odatv4.com/bakan-pakdemirlinin-feto-tutuklusuna-teklifi-02122035.html",Tarih birgün bu gazetecileri ve karşılarındaki bunları içeri atan AHLAKSIZLARI yazacak.Bu günlerin filmi yapılacak ve senelerce bu ahlaksızlıklar konuşulacak kimse merak etmesin.Burada trollük yapanlar mı ? sizede sıra gelecek hiç merak etmeyin.
Rna dizilimli aşılar insanlık tarihinde ilk defa uygulanacakmış. Bağışıklığı zayıflatıyormuş. Videoda vahim iddialar var. ,"Rna aşıları normal aşıdan çok daha az yan etki ile bağışıklık kazandırır. Gelecekte ki yakın gelecekte kanser tedavisinin en önemli parçası olacak bu Rna parçaları     Tıptan çok mühendislikle ilgili. Yoksa 6 ayda aşıyı rüyanızda görürdünüz.     Hepsi daha önce kullanılmış aşılar temelinde oluşturulan aşılar. Yani 1 yıllık falan değiller aslında.     Rna aşısı ise ilk defa kullanılmıyor ama bu boyutta ilk kullanımı olacak.     Yeni gelen aşılar Çin ve Rus aşıları dahil güvenilir. Çin ve Rus aşısının yan etkisi daha fazla(ateş acı bitkinlik v.b)    Hemen olur muyum, hayır ama 2 ay sonra rahatlıkla olabilirsiniz. Yeterli veri oluşacak, soğuk zincir tam kurulacaktır.   Böyle saçma sapan tipleri de dinlemeyin."
"Mansur Yavaş'tan pandemi nedeniyle dükkanı kapanan ve işten çıkarılan vatandaşlar için hazırladıkları destek paketini açıkladı.Ankara Büyükşehir Belediye Başkanı Mansur Yavaş, pandemi sürecinde iş yerlerini kapatmak zorunda kalan esnafın, işini kaybeden çalışanların ve gelirinden mahrum kalan vatandaşların yanında olmaya devam ediyor.Hafta sonun Ankara Ticaret Odası (ATO) ile Ankara Esnaf ve Sanatkarlar Odaları Birliği’ne (ANKESOB) bağlı sektör ve esnaf temsilcileriyle bir araya gelen ve sorunlarını dinleyen Başkan Yavaş, işsiz kalan çalışanların temel ihtiyaçlarını karşılamak için harekete geçti.BAŞKAN YAVAŞ: “DESTEK ZAMANI BİZDE”Pandemi süreci boyunca tüm meslek gruplarına destek olan, vatandaşların dertlerine çare bulmak ve mağduriyetlerini en aza indirgemek için dayanışma çalışmalarına imza atan Başkan Yavaş şimdi de iş yeri kapanan, gelirinden olan ve işsiz kalan vatandaşlara destek vereceklerini açıkladı. Sektör ve esnaf odalarının temsilcileriyle yaptığı görüşmede “Kimsenin aç ve açıkta kalmasına gönlümüz razı değil. Yakınınızda değil yanınızdayız” diyerek söz veren ve esnaf odalarından iş yerini kapatan esnaf ve işsiz kalan çalışanların listesini isteyen Başkan Yavaş, bu sözünü tutarak yeni bir iyilik hareketi başlattı.Sosyal medya hesapları üzerinden garsondan komiye kadar çeşitli meslek gruplarının temel ihtiyaçlarını karşılayacaklarını açıklayan Başkan Yavaş, şu mesajı verdi:“Farklı sektörlerde yıllardır bize yardımcı olan ve pandemi nedeniyle işini kaybeden hemşehrilerimizin temel ihtiyaçlarını karşılamaya çalışacağız. Kimsenin aç ve yatağa aç girmesini istemiyoruz. Başvuru için ‘forms.ankara.bel/isinikaybeden’ adresini ziyaret edebilirsiniz.”BAŞVURULAR BAŞLADI“Yıllardır Ankara’mıza hizmet ediyorlar. Destek zamanı bizde” diyerek işini kaybeden vatandaşlara seslenen Başkan Yavaş, “forms.ankara.bel.tr/isinikaybeden” internet adresi üzerinden başvuruların alınmaya başladığını duyurdu.İlk etapta destek kapsamına giren meslek grupları şöyle: -Sinema salonu çalışanı-Kıraathane/Nargile salonu çalışanı -Çay/Kır bahçesi çalışanı-İnternet/Oyun salonu çalışanı-Garson/Komi-Servis şoförü-Anaokulu/Kreş çalışanı Büyükşehir Belediyesinin imkanları ölçüsünde esnafa ve işini kaybedenlere destek olmayı sürdüreceklerini belirten Başkan Yavaş, önümüzdeki süreçte kafe ve lokantalarını kapatan esnaftan karantinadaki vatandaşlara ulaştırmak üzere yeme temin edeceklerini de sözlerine ekledi.https://www.yenicaggazetesi.com.tr/mansur-yavastan-pandemi-nedeniyle-dukkani-kapanan-ve-issiz-kalan-vatandaslar-icin-ka-319764h.htm",Kutalmış...
"Burada çoğumuz, yani Y jenerasyonundaki %80'imiz devlet okullarında okudu, eğitildi vs.özel eğitimler almadık. cahil de kalmadık.bilmediğimiz konu hakkında yorum yapmaktan sakındık, araştırdık, okuduk, en önemlisi merak ettik.ama genel de durum böyle değil, çevrenize, akrabalarınıza bakın, bir çoğu bilgiye olan meraktan yoksun, önüne konan ile yetiniyor. o yüzden de tercihleri ortada.halk budur, halk bunu istemiştir, kimse halkı bu hale getirmemiştir, halk bunu olmak istemiştir. başımıza gelen herşeyin de suçlusu halktır, seçilenler değil, seçenlerdir sebep.bu bugün için değil, son 70 yılın özetidir.",Sadaka kültürü tembelliği getirir.
"Yeni atanmış bir bekçi, yeni atanmış bir öğretmenden bin tl daha fazla maaş alıyor, bir emekli öğretmenden ise 2bin tl daha fazla maaş alıyor.Lakin forumda asgari ücret artışının olmaması gerektiğini düşünen forumdaşlar türedi. Paraylamı tutulmuşlar, züppe zengin çocuğumu, hükümet yanlısımı, trolmü bilenedim bu sene baya çoklar.",Asgari ücret memur maaşına eşitlenmeli. o asgari ücret yükselmesin diyenler bilmiyorlar asıl sorun memur maaşları asgari ücretin yarısı kiraya gidiyor zaten harcama yapacak kadar tasarruf sağlayamaz bu insanlar. Ülkede enflasyonun sorumlusu asgari ücretin en az 2 katı iş garantili maaş alan 657dir  ekonomik çevrimde harcama yapmak sureti ile hacim sağlaması adına fazladan gelir ve harcama yapması için güvence verilen bu azınlık şı aşamada ekonomiye ve refaha zarar veriyor.
"Türkiye’de iki hafta üst üste uygulanan sınırlı sokağa çıkma yasağı, vaka artışını durdurmaya yetmedi. Cumhurbaşkanı Recep Tayyip Erdoğan, bugün gerçekleştirilen kabine toplantısı sonrasında alınan yeni tedbir kararlarını resmen açıkladı.Cumhurbaşkanı Erdoğan, önümüzdeki hafta sonundan komple sokağa çıkma yasağı uygulanacağını duyurdu. İki hafta önce alınan kararda hafta sonu saat akşam 20.00’den sabah 10.00’a kadar sokağa çıkma yasağı uygulanıyordu. Yeni kararla birlikte hafta sonu, 2 gün boyunca tüm saatlerde sokağa çıkma yasağı uygulanacak.Ayrıca haftaiçi de kısıtlama geldi. Haftaiçi her gün akşam saat 21.00'den sabah 05.00'e kadar sokağa çıkma yasağı uygulanacak. İlk haftaiçi sokağa çıkma yasağı yarın (Salı günü) saat 21.00'de başlayacak.Ayrıca Bkz.Bilim Kurulu üyesi, koronavirüsün akciğerlerde yarattığı tahribata dikkat çektiCumhurbaşkanı Erdoğan, marketlerin haftasonu sokağa çıkma yasağından muaf olacağını açıkladı. Konuyla ilgili açıklamasında, ""Market, bakkal, kasap, manav gibi işletmeler, eve paket hizmeti veren yerler belirlenecek saatler çerçevesinde hafta sonu kısıtlamasının dışındadır. Restoranlar paket servis haricinde hizmet veremeyecektir."" dedi.Alışveriş merkezlerine HES kodu ile girilecek. Evlerde gün, mevlit, taziye, yılbaşı gibi etkinlikler yapılamayacak Cenaze namazları yakınları dahil 30 kişiyle kılınacak, nikahlar bu sayıyı geçirmeyecektir. Hamam, sauna, spor salonları faaliyetlerine ara verilecek. 65 yaş üstü ve 20 yaş altı vatandaşlar toplu taşıma araçlarını kullanamayacak.Kısıtlamaların detayları İçişleri Bakanlığı tarafından yayımlanacak genelgeyle belli olacak. Yasaklar salı akşamından itibaren uygulanmaya başlanacak..","Padişahım sen çok yaşa, keşke minübüsçüler ağladı diye özel okul sahipleri ağladı diye yüzyüze eğitimi hayata geçirmeseydiniz, çay dağıttığınız mitingleri tam bu kritik zamanda inadına yapar gibi yapmasaydınız da bu vakalar patlamasaydı. Okul ne alaka diyecekeler sadece azıcık aklının ucuyla düşünsün küçük çocuklar yüzyüzede birbirini özlediği için sarıldı öpüştü koklaştı birbirleriyle maskelerini değişti. Diyoruz ya çocuk onlar ne anlar koronadan sosyal mesafe vs den, dolayısı ile tüm virüslere taşıyıcılık yaptılar farkında olmadan. Şimdide kendi kabahatlerinden dolayı fırlayan vaka sayısının faturası her zamanki gibi kira ödemeye çalışan personel maaşı vermeye çalışan vergi ödemeye çalışan esnafa iş verene kesildi. Bir ülke nasıl yönetilemez diye kitap yazılsa kesinlikle mevcut iktidar konudaki baş kahraman olurdu!   Bazı kapasitesiz arkadaşlar için zorunlu edit : ilkokul çocukları ne alakaymış bak bak bak! Beyin güzel bir organ ama kullanabilene; arkadaşım diyorumki sosyal mesafe maske vs kurallarına uymayı ne bilsin ufacık çocuk haftada 2 gün okullar yüzyüze eğitime geçince bu çocuklar aylardır uzak kaldığı arkadaşlarlarına kavuştu. Haliyle birbirlerine sarıldılar el ele diz dize oyunlar oynadılar birbirleri ile maskelerini değiştirdiler. Çünkü onların dünyası böyle buna itirazımız tabiki yok yanlış olan onların okullarının açılmasıydı! O çocuklar süper taşıyıcı konumuna geçti onları etkilemeyen virüs bünyelerinde dolaşmaya başladı ve aileleri bunu fark edemez çünkü belirti göstermediler, haliyle eve gelen aile büyükleri tarafından şapur şupur öpüldü veya kucaklarda gezdirildi virüs tüm aile fertlerine yayıldı. Bu detayı ince ince yazmayınca harbiden bazı beyin yoksunları anlamıyor! Birde Necmettin Erbakan'dan flan söz edenler var onlar ayrı bir komedi. O adamın kurduğu cümleyi bile anlayacak kapasite yok Erbakan diyor! Zamanın gelmiş geçmiş en zeki insanlarından birisiydi Allah rahmet eylesin. Onun dediklerini anlayabilecek birisi leb demeden leblebiyi anlar zaten. Benide böyle detaylı yazmaya mecbur bırakmaz!"
